,name,borough,longitude,latitude
59,Prospect Heights,Brooklyn,-73.96485924262697,40.67682226225477
60,Brownsville,Brooklyn,-73.91023536176615,40.66394994339758
61,Williamsburg,Brooklyn,-73.95811529220936,40.70714439344255
62,Bushwick,Brooklyn,-73.92525797487053,40.69811611017905
63,Bedford Stuyvesant,Brooklyn,-73.94178488690304,40.6872316077205
64,Brooklyn Heights,Brooklyn,-73.99378225496432,40.69586372272413
65,Cobble Hill,Brooklyn,-73.9985613921847,40.68791972248561
66,Carroll Gardens,Brooklyn,-74.00037274122076,40.68213188564184
67,Red Hook,Brooklyn,-74.01275897473568,40.67625323025092
68,Gowanus,Brooklyn,-73.99444087145346,40.6739311431872
69,Fort Greene,Brooklyn,-73.97290574369099,40.688527260189815
70,Park Slope,Brooklyn,-73.97705030183931,40.672320522682014
71,Cypress Hills,Brooklyn,-73.87583132262635,40.6846357939163
72,East New York,Brooklyn,-73.88069863917373,40.66992570084708
73,Starrett City,Brooklyn,-73.87936970045882,40.64758905230878
74,Canarsie,Brooklyn,-73.90209269778973,40.63556432797432
75,Flatlands,Brooklyn,-73.92911302644681,40.6304460437575
76,Mill Island,Brooklyn,-73.90818571777432,40.60633642168567
77,Manhattan Beach,Brooklyn,-73.94353722891894,40.57791350308661
78,Coney Island,Brooklyn,-73.98868295821644,40.57429256471605
79,Bath Beach,Brooklyn,-73.99875221443526,40.599518702822415
80,Borough Park,Brooklyn,-73.99049823044818,40.63313051275805
81,Dyker Heights,Brooklyn,-74.01931375636029,40.61921945772268
82,Gerritsen Beach,Brooklyn,-73.93010170691203,40.59084843390208
83,Marine Park,Brooklyn,-73.93134404108504,40.60974777989464
84,Clinton Hill,Brooklyn,-73.96784306216374,40.69322942188155
85,Sea Gate,Brooklyn,-74.00787311200247,40.576375378902284
86,Downtown,Brooklyn,-73.98346337431106,40.69084402109806
87,Boerum Hill,Brooklyn,-73.98357724689187,40.687241380657376
88,Prospect Lefferts Gardens,Brooklyn,-73.9548986707772,40.65842001746986
89,Ocean Hill,Brooklyn,-73.91306831787404,40.6784025547954
90,City Line,Brooklyn,-73.86797598081343,40.678569957274824
91,Bergen Beach,Brooklyn,-73.89855633630324,40.615149550453125
92,Midwood,Brooklyn,-73.95759523489846,40.62559589869847
93,Prospect Park South,Brooklyn,-73.96261316716055,40.64700860318523
94,Georgetown,Brooklyn,-73.91607483951331,40.623845244784235
95,Spring Creek,Brooklyn,-73.86998779106547,40.65713927658277
96,East Williamsburg,Brooklyn,-73.93885815269203,40.70849241041552
97,North Side,Brooklyn,-73.95880857587589,40.714822906532056
98,South Side,Brooklyn,-73.95800095153338,40.710861472650684
99,Navy Yard,Brooklyn,-73.97164435527614,40.698790872180545
100,Ocean Parkway,Brooklyn,-73.96836678035548,40.61305976667946
101,Fort Hamilton,Brooklyn,-74.0319791453799,40.6147681269423
102,Chinatown,Manhattan,-73.99427936255985,40.715618422314364
103,Washington Heights,Manhattan,-73.93690027985242,40.85190252555309
104,Inwood,Manhattan,-73.92121042203905,40.86768396449919
105,Hamilton Heights,Manhattan,-73.94968791883373,40.82360428481197
106,Manhattanville,Manhattan,-73.95738539351888,40.81693442949784
107,Central Harlem,Manhattan,-73.94321112603912,40.81597606742418
108,East Harlem,Manhattan,-73.94418223148531,40.79224946663037
109,Upper East Side,Manhattan,-73.96050763135007,40.77563857330185
110,Yorkville,Manhattan,-73.94711784471833,40.77592984988492
111,Lenox Hill,Manhattan,-73.95885968813766,40.76811265828737
112,Roosevelt Island,Manhattan,-73.9494705736962,40.762403730702246
113,Upper West Side,Manhattan,-73.9770592363061,40.7876579985349
114,Lincoln Square,Manhattan,-73.9853377700127,40.773528889421705
115,Clinton,Manhattan,-73.99640768221386,40.758333686906404
116,Midtown,Manhattan,-73.98166882730311,40.75469110270627
117,Murray Hill,Manhattan,-73.97833207924134,40.74830307725222
118,Chelsea,Manhattan,-74.0031163347282,40.74403470674802
119,Greenwich Village,Manhattan,-73.99991402945909,40.72693288536132
120,East Village,Manhattan,-73.98222616506425,40.72784677727029
121,Lower East Side,Manhattan,-73.98089031999298,40.71780674892769
122,Tribeca,Manhattan,-74.01068328559094,40.72152196744325
123,Little Italy,Manhattan,-73.9973046720808,40.71932379395911
124,Soho,Manhattan,-74.00065666959766,40.72218384131798
125,West Village,Manhattan,-74.00617998126819,40.734433935724375
126,Manhattan Valley,Manhattan,-73.96428617740662,40.7973070417029
127,Morningside Heights,Manhattan,-73.96389627905339,40.80799973816586
128,Gramercy,Manhattan,-73.98137594833548,40.737209832715045
129,Battery Park City,Manhattan,-74.01686930508625,40.71193198394569
130,Financial District,Manhattan,-74.01066544521277,40.70710710727052
131,Astoria,Queens,-73.91565374304241,40.768508593354966
132,Woodside,Queens,-73.90184166838291,40.746349088602265
133,Jackson Heights,Queens,-73.88282109164372,40.751981380073715
134,Elmhurst,Queens,-73.88165622288396,40.744048505122066
135,Howard Beach,Queens,-73.83813764600289,40.6542252773849
136,South Corona,Queens,-73.85682497345266,40.7423817501567
137,Forest Hills,Queens,-73.8444750078899,40.725263782165065
138,Kew Gardens,Queens,-73.8298190582571,40.705179035414844
139,Richmond Hill,Queens,-73.83183321446894,40.69794731471767
140,Downtown Flushing,Queens,-73.82936758711861,40.76116362081876
141,Long Island City,Queens,-73.93920223915512,40.75021734610532
142,Sunnyside,Queens,-73.92691617561584,40.74017628351928
143,East Elmhurst,Queens,-73.86704147658779,40.764073238830946
144,Maspeth,Queens,-73.89621713626867,40.72542737409365
145,Ridgewood,Queens,-73.90143517559596,40.70832315613862
146,Glendale,Queens,-73.87074167435614,40.702762429678415
147,Rego Park,Queens,-73.85782686905377,40.72897409480739
148,Woodhaven,Queens,-73.85811046554328,40.689886879157925
149,Ozone Park,Queens,-73.84320266173454,40.68070846826546
150,South Ozone Park,Queens,-73.80986478649048,40.66854957767199
151,College Point,Queens,-73.84304528896132,40.78490274926025
152,Whitestone,Queens,-73.8142021661087,40.781290766026984
153,Bayside,Queens,-73.77427363068676,40.76604063281068
154,Auburndale,Queens,-73.79176243728068,40.761729549032665
155,Little Neck,Queens,-73.73889775580747,40.77082619282674
156,Douglaston,Queens,-73.74249820727337,40.766846097907674
157,Glen Oaks,Queens,-73.71548118999152,40.74944079974336
158,Bellerose,Queens,-73.7201281482691,40.72857318176679
159,Kew Gardens Hills,Queens,-73.82087764933573,40.72257824422808
160,Fresh Meadows,Queens,-73.78271337003271,40.734394465331334
161,Briarwood,Queens,-73.81174822458641,40.710935472522756
162,Jamaica Center,Queens,-73.79690165888296,40.704657360687214
163,Oakland Gardens,Queens,-73.75494976234339,40.74561857141858
164,Queens Village,Queens,-73.73871484578433,40.7188930921674
165,Hollis,Queens,-73.75925009335602,40.71124344191908
166,South Jamaica,Queens,-73.79042613135549,40.69691125378992
167,St. Albans,Queens,-73.75867603727725,40.69444538522363
168,Rochdale,Queens,-73.77258787620913,40.675211395917366
169,Springfield Gardens,Queens,-73.76042092682295,40.666230490368626
170,Cambria Heights,Queens,-73.73526873708033,40.69277463916089
171,Rosedale,Queens,-73.73526079428285,40.65981643342812
172,Far Rockaway,Queens,-73.7549796804388,40.60313443250093
173,Broad Channel,Queens,-73.82005489110327,40.603026583512424
174,Breezy Point,Queens,-73.92551196994177,40.557401288454564
175,Steinway,Queens,-73.90228960391681,40.77592301564293
176,Beechhurst,Queens,-73.80436451720996,40.792781403600515
177,Bay Terrace,Queens,-73.77680222621588,40.7828428062456
178,Edgemere,Queens,-73.77613282391712,40.59564180736854
179,Arverne,Queens,-73.7919923313695,40.58914394372975
180,Seaside,Queens,-73.82236121088758,40.58280169684563
181,Neponsit,Queens,-73.85754672410836,40.57203673021705
182,Murray Hill,Queens,-73.81276269135873,40.7641261226141
183,Floral Park,Queens,-73.70884705889253,40.74137842194548
184,Holliswood,Queens,-73.76714166714736,40.720957207644446
185,Jamaica Estates,Queens,-73.78722696936667,40.716804830146174
186,Queensboro Hill,Queens,-73.82580915110566,40.744572309286745
187,Hillcrest,Queens,-73.79760300912679,40.72382490182924
188,Ravenswood,Queens,-73.93157506072886,40.76170452605419
189,Lindenwood,Queens,-73.84963782402448,40.66391841925143
190,Laurelton,Queens,-73.74025607989829,40.667883896602504
191,Lefrak City,Queens,-73.86252471413746,40.73607457083084
192,Belle Harbor,Queens,-73.85401750392529,40.57615556543113
193,Rockaway Park,Queens,-73.84153370226193,40.58034295646135
194,Somerville,Queens,-73.79664750844056,40.59771061565772
195,Brookville,Queens,-73.7517531073116,40.66000322733616
196,Bellaire,Queens,-73.73889198912488,40.73301404027838
197,North Corona,Queens,-73.85751790676454,40.75407099904894
198,Forest Hills Gardens,Queens,-73.84102211234017,40.71461108151174
199,St. George,Staten Island,-74.07935312512804,40.64498157100444
200,New Brighton,Staten Island,-74.08701650516633,40.64061455913515
201,Stapleton,Staten Island,-74.07790192660073,40.6269276253818
202,Rosebank,Staten Island,-74.06980526716148,40.61530494652765
203,West Brighton,Staten Island,-74.10718178265617,40.63187892654611
204,Grymes Hill,Staten Island,-74.08724819983736,40.62418479131304
205,Todt Hill,Staten Island,-74.11132881800887,40.59706851814676
206,South Beach,Staten Island,-74.07955292539827,40.5802474135096
207,Port Richmond,Staten Island,-74.12943426797015,40.63366930554369
208,Mariner's Harbor,Staten Island,-74.15008537046988,40.63254639048117
209,Port Ivory,Staten Island,-74.17464532993549,40.63968297845546
210,Castleton Corners,Staten Island,-74.1191805853485,40.613335937667465
211,New Springville,Staten Island,-74.16496031329834,40.59425237916174
212,Travis,Staten Island,-74.19073717538123,40.58631375103285
213,New Dorp,Staten Island,-74.11647943606387,40.57257231820636
214,Oakwood,Staten Island,-74.12156593771904,40.558462243288844
215,Great Kills,Staten Island,-74.14932381490999,40.54948022871365
216,Eltingville,Staten Island,-74.16433080419367,40.54223074745079
217,Annadale,Staten Island,-74.17854866165885,40.538114174745104
218,Woodrow,Staten Island,-74.22135055371616,40.53745265012707
219,Tottenville,Staten Island,-74.24656934235291,40.505333761156464
220,Tompkinsville,Staten Island,-74.08055351790122,40.63731606711036
221,Silver Lake,Staten Island,-74.09629029235465,40.619193107926804
222,Sunnyside,Staten Island,-74.09712552178537,40.612760157564935
223,Ditmas Park,Brooklyn,-73.96101312466787,40.64367518334101
224,Wingate,Brooklyn,-73.93718680559321,40.660946561881154
225,Rugby,Brooklyn,-73.92688212616963,40.65557231328081
226,Park Hill,Staten Island,-74.08015734936303,40.60919044434562
227,Westerleigh,Staten Island,-74.13304143951713,40.62109047275413
228,Graniteville,Staten Island,-74.1531524638777,40.62017151223193
229,Arlington,Staten Island,-74.16510420241131,40.63532509911496
230,Arrochar,Staten Island,-74.06712363225581,40.596312571276776
231,Grasmere,Staten Island,-74.07667436279057,40.59826835959995
232,Old Town,Staten Island,-74.08751118005587,40.596328913795176
233,Dongan Hills,Staten Island,-74.09639905312528,40.58867294819932
234,Midland Beach,Staten Island,-74.09348266303599,40.573526905742874
235,Grant City,Staten Island,-74.10585598545441,40.57621558711792
236,New Dorp Beach,Staten Island,-74.10432707469131,40.56425549307338
237,Bay Terrace,Staten Island,-74.13916622175775,40.55398800858466
238,Huguenot,Staten Island,-74.19174105747821,40.53191192048964
239,Pleasant Plains,Staten Island,-74.21983106616784,40.52469937611818
240,Butler Manor,Staten Island,-74.22950350260034,40.506081653463085
241,Charleston,Staten Island,-74.23215775896533,40.530531482833176
242,Rossville,Staten Island,-74.21572851113959,40.549404006500765
243,Arden Heights,Staten Island,-74.185886745839,40.549285822783254
244,Greenridge,Staten Island,-74.19150620964295,40.559712496342954
245,Heartland Village,Staten Island,-74.15902208156608,40.589138948752854
246,Chelsea,Staten Island,-74.18956045519697,40.59472602746298
247,Bloomfield,Staten Island,-74.18725638381574,40.60577868452362
248,Bulls Head,Staten Island,-74.15940948657129,40.60959180042034
249,Carnegie Hill,Manhattan,-73.95325646837121,40.78268256712574
250,Noho,Manhattan,-73.98843368023604,40.72325901885772
251,Civic Center,Manhattan,-74.00541529873362,40.715228920462856
252,Midtown South,Manhattan,-73.98871313285254,40.748509664312245
253,Richmond Town,Staten Island,-74.13405729862578,40.56960594275509
254,Shore Acres,Staten Island,-74.06667766061778,40.609719340792886
255,Clifton,Staten Island,-74.07264244548406,40.61917845202847
256,Concord,Staten Island,-74.08402364740365,40.604473189687944
257,Emerson Hill,Staten Island,-74.09776206972529,40.606794394801035
258,Randall Manor,Staten Island,-74.09805062373894,40.63563000681155
259,Howland Hook,Staten Island,-74.1862233174983,40.638432837947995
260,Elm Park,Staten Island,-74.14181678968897,40.63014674119387
261,Remsen Village,Brooklyn,-73.91665331978055,40.65211745179353
262,New Lots,Brooklyn,-73.885117763793,40.66274427969663
263,Paerdegat Basin,Brooklyn,-73.90233474295843,40.63131755039671
264,Mill Basin,Brooklyn,-73.9151539155041,40.615974239623405
265,Jamaica Hills,Queens,-73.796464620816,40.71145964370486
266,Utopia,Queens,-73.79671678028357,40.7335002542976
267,Pomonok,Queens,-73.80486120040544,40.73493618075482
268,Astoria Heights,Queens,-73.89467996270581,40.770317392998244
269,Claremont Village,Bronx,-73.90119903387674,40.83142834161551
270,Concourse Village,Bronx,-73.91584652759016,40.82478049084294
271,Mount Eden,Bronx,-73.91655551964426,40.843826176716576
272,Mount Hope,Bronx,-73.90829930881995,40.84884160724669
273,Sutton Place,Manhattan,-73.9635561409431,40.76028033131378
274,Hunters Point,Queens,-73.95386782130753,40.74341409007358
275,Turtle Bay,Manhattan,-73.96770824581843,40.75204236950726
276,Tudor City,Manhattan,-73.97121928722272,40.74691741074023
277,Stuyvesant Town,Manhattan,-73.9740517046921,40.73099955477065
278,Flatiron,Manhattan,-73.99094710528267,40.73967304763847
279,Sunnyside Gardens,Queens,-73.9181928643169,40.745651806080794
280,Blissville,Queens,-73.93244235260185,40.73725071694501
281,Fulton Ferry,Brooklyn,-73.99550751888422,40.70328109093018
282,Vinegar Hill,Brooklyn,-73.981116035924,40.703321498828785
283,Weeksville,Brooklyn,-73.93053108817347,40.67503986503241
284,Broadway Junction,Brooklyn,-73.90331684852606,40.67786104769535
285,Dumbo,Brooklyn,-73.98875280745047,40.70317632822696
286,Manor Heights,Staten Island,-74.12059399718008,40.60180957631448
287,Willowbrook,Staten Island,-74.13208447484305,40.60370692627375
288,Sandy Ground,Staten Island,-74.21776636068574,40.5411399220918
289,Egbertville,Staten Island,-74.12727240604953,40.579118742961256
290,Roxbury,Queens,-73.89213760232829,40.567375889570364
291,Homecrest,Brooklyn,-73.9591845942871,40.59852509513729
292,Middle Village,Queens,-73.8811431920061,40.71641451115823
293,Prince's Bay,Staten Island,-74.20152556457666,40.526264067348166
294,Lighthouse Hill,Staten Island,-74.13792663771576,40.576506293794935
295,Richmond Valley,Staten Island,-74.22957080626948,40.519541457489126
296,Malba,Queens,-73.8266775713865,40.790601556701525
297,Highland Park,Brooklyn,-73.8902809854761,40.68248551101694
298,Madison,Brooklyn,-73.948415153289,40.609377701137696
